Designator,"Mid X" ,"Mid Y",Layer,Rotation
"C1",132.605000 ,-122.360000,Top,180.000000
"D1",148.925780 ,-121.226862,Top,180.000000
"R1",136.920000 ,-122.360000,Top,180.000000
"R2",144.925780 ,-121.226862,Top,0.000000
"U2",132.930000 ,-118.860000,Top,180.000000
