Part/Designator,Manufacture Part Number/Seeed SKU,Quantity,URL,LCSC ref
R1,0603WAF0000T5E,1,,
R2,0603WAF1001T5E,1,,
C1,CC0603KRX7R9BB104,1,,
D1,LTST-C170KRKT,1,,
U2,SN74LVC1G06DBVR,1,,
